Policy,pvfp_mgr_central,pv_liab_mgr_central,pvfp_mgr_lup,pv_liab_mgr_lup,pvfp_mgr_ldw,pv_liab_mgr_ldw,pvfp_mgr_mort,pv_liab_mgr_mort,pvfp_mgr_long,pv_liab_mgr_long,pvfp_mgr_cat,pv_liab_mgr_cat,pvfp_mgr_lmass,pv_liab_mgr_lmass,pvfp_central,pv_liab_central,pvfp_lup,pv_liab_lup,pvfp_ldw,pv_liab_ldw,pvfp_mort,pv_liab_mort,pvfp_long,pv_liab_long,pvfp_cat,pv_liab_cat,pvfp_lmass,pv_liab_lmass,Fund_Name,choc_mort,choc_long,choc_lup,choc_ldw,choc_lmass,choc_cat,choc_mort_mgr,choc_long_mgr,choc_lup_mgr,choc_ldw_mgr,choc_lmass_mgr,choc_cat_mgr
LCVI0960682,703.4461191295959,-83809.40375794996,1169.592021074612,-82710.58702235305,204.0877066170433,-84969.18810720059,755.5365913148671,-83723.0133136,633.4192081684159,-83925.28935740136,703.3992659913893,-83809.3925037391,3565.269650337044,-75992.82720567826,703.4461191295959,-83809.40375794996,1169.592021074612,-82710.58702235305,204.0877066170433,-84969.18810720059,755.5365913148671,-83723.0133136,633.4192081684159,-83925.28935740136,703.3992659913893,-83809.3925037391,3565.269650337044,-75992.82720567826,LXCLA,0.0,115.8855994514015,0.0,1159.7843492506363,0.0,0.0,0.0,115.8855994514015,0.0,1159.7843492506363,0.0,0.0
LCVI0960684,1098.042279643131,-29563.25572072293,1121.826792274005,-29487.31747004306,1073.674054993106,-29640.31177144533,1087.621270375082,-29569.25980390709,1111.950988900054,-29555.24216211439,1097.995802026762,-29563.28226179063,1645.454129961069,-28205.16918761524,1098.042279643131,-29563.25572072293,1121.826792274005,-29487.31747004306,1073.674054993106,-29640.31177144533,1087.621270375082,-29569.25980390709,1111.950988900054,-29555.24216211439,1097.995802026762,-29563.28226179063,1645.454129961069,-28205.16918761524,LXCLA,6.004083184161573,0.0,0.0,77.05605072239996,0.0,0.026541067702055443,6.004083184161573,0.0,0.0,77.05605072239996,0.0,0.026541067702055443
LCVI0960698,832.4579669008463,-16224.00536191435,845.1970921285283,-16154.69389389477,819.2002973703902,-16294.66403899504,828.6355787609759,-16223.37102296392,837.5611649116122,-16224.85230459335,832.4452136712496,-16224.00325918971,1313.526006708857,-15327.56736506274,832.4579669008463,-16224.00536191435,845.1970921285283,-16154.69389389477,819.2002973703902,-16294.66403899504,828.6355787609759,-16223.37102296392,837.5611649116122,-16224.85230459335,832.4452136712496,-16224.00325918971,1313.526006708857,-15327.56736506274,LXCLA,0.0,0.8469426790015859,0.0,70.65867708069163,0.0,0.0,0.0,0.8469426790015859,0.0,70.65867708069163,0.0,0.0
LCVI0960720,3350.299994572968,-65466.34049211201,3468.198254849017,-65095.7508582747,3227.006312324838,-65848.53981984925,3299.85342580491,-65502.15525959111,3417.671999719203,-65418.51005753958,3350.161743849858,-65466.43904365562,4443.94846164419,-61351.21887840825,3350.299994572968,-65466.34049211201,3468.198254849017,-65095.7508582747,3227.006312324838,-65848.53981984925,3299.85342580491,-65502.15525959111,3417.671999719203,-65418.51005753958,3350.161743849858,-65466.43904365562,4443.94846164419,-61351.21887840825,LXCLA,35.814767479103466,0.0,0.0,382.1993277372385,0.0,0.09855154361139284,35.814767479103466,0.0,0.0,382.1993277372385,0.0,0.09855154361139284
LCVI0960795,-1016.587876937277,-118404.5159106288,-1003.921127825912,-118387.2984654728,-1029.182222356827,-118421.6290548848,-1017.073614925506,-118404.8124637603,-1015.94044243589,-118404.1206384926,-1016.592745045886,-118404.5188757398,59.64710046061282,-116700.7082856328,-1016.587876937277,-118404.5159106288,-1003.921127825912,-118387.2984654728,-1029.182222356827,-118421.6290548848,-1017.073614925506,-118404.8124637603,-1015.94044243589,-118404.1206384926,-1016.592745045886,-118404.5188757398,59.64710046061282,-116700.7082856328,LXCLA,0.2965531314985128,0.0,0.0,17.11314425599994,0.0,0.0029651109944097698,0.2965531314985128,0.0,0.0,17.11314425599994,0.0,0.0029651109944097698
LCVI0960801,-166.6565108794565,-39702.42274511726,-163.3250000049367,-39697.40456148127,-169.9687755776282,-39707.41061789034,-166.731065825016,-39702.44220705385,-166.5571279309229,-39702.39680205067,-166.6572672630198,-39702.42293971695,136.4832603345632,-39202.13342887707,-166.6565108794565,-39702.42274511726,-163.3250000049367,-39697.40456148127,-169.9687755776282,-39707.41061789034,-166.731065825016,-39702.44220705385,-166.5571279309229,-39702.39680205067,-166.6572672630198,-39702.42293971695,136.4832603345632,-39202.13342887707,LXCLA,0.019461936586594675,0.0,0.0,4.987872773075651,0.0,0.0001945996846188791,0.019461936586594675,0.0,0.0,4.987872773075651,0.0,0.0001945996846188791
LCVI0960809,-322.3762393230429,-65647.91585833409,-317.5386971832653,-65640.64718725065,-327.1859390179806,-65655.14019138495,-322.4674474124744,-65647.90038106461,-322.254669138212,-65647.93648782714,-322.3771512747352,-65647.91570358325,124.2345876096283,-64891.38799963865,-322.3762393230429,-65647.91585833409,-317.5386971832653,-65640.64718725065,-327.1859390179806,-65655.14019138495,-322.4674474124744,-65647.90038106461,-322.254669138212,-65647.93648782714,-322.3771512747352,-65647.91570358325,124.2345876096283,-64891.38799963865,LXCLA,0.0,0.020629493054002523,0.0,7.224333050864516,0.0,0.0,0.0,0.020629493054002523,0.0,7.224333050864516,0.0,0.0
LCVI0960835,-183.7537945465091,-38015.27453652294,-179.1762019221891,-38008.29545952458,-188.3089856371593,-38022.21670637107,-183.9807017440729,-38015.39157127495,-183.4513445103684,-38015.11853816738,-183.7560775034937,-38015.27570671769,159.8499461043653,-37430.53495836849,-183.7537945465091,-38015.27453652294,-179.1762019221891,-38008.29545952458,-188.3089856371593,-38022.21670637107,-183.9807017440729,-38015.39157127495,-183.4513445103684,-38015.11853816738,-183.7560775034937,-38015.27570671769,159.8499461043653,-37430.53495836849,LXCLA,0.11703475200920366,0.0,0.0,6.942169848131016,0.0,0.0011701947514666244,0.11703475200920366,0.0,0.0,6.942169848131016,0.0,0.0011701947514666244
LCVI0960847,5049.436906425939,-3327.779015457849,4918.653934821017,-3288.122584240711,5184.739704985007,-3368.468158177086,5004.073542390215,-3359.494189437391,5110.201991986699,-3285.26924698395,5049.391489502138,-3327.803330569071,4343.514810161962,-3627.671427722651,5049.436906425939,-3327.779015457849,4918.653934821017,-3288.122584240711,5184.739704985007,-3368.468158177086,5004.073542390215,-3359.494189437391,5110.201991986699,-3285.26924698395,5049.391489502138,-3327.803330569071,4343.514810161962,-3627.671427722651,LXCLA,31.715173979542215,0.0,0.0,40.689142719237225,299.89241226480226,0.024315111222222185,31.715173979542215,0.0,0.0,40.689142719237225,299.89241226480226,0.024315111222222185
LCVI0960851,5172.981135891776,-3874.471749904185,5039.481070832697,-3833.37286426133,5311.120710233191,-3916.668615602888,5146.116767283746,-3893.540785893259,5208.891829726943,-3848.97300035439,5172.953036107502,-3874.487161254749,4448.459309594929,-4161.562765851952,5172.981135891776,-3874.471749904185,5039.481070832697,-3833.37286426133,5311.120710233191,-3916.668615602888,5146.116767283746,-3893.540785893259,5208.891829726943,-3848.97300035439,5172.953036107502,-3874.487161254749,4448.459309594929,-4161.562765851952,LXCLA,19.06903598907411,0.0,0.0,42.19686569870328,287.09101594776666,0.015411350564136228,19.06903598907411,0.0,0.0,42.19686569870328,287.09101594776666,0.015411350564136228
LCVI0960852,4185.238168524938,-4346.814520123803,4079.211820574555,-4292.754083787577,4294.789613770507,-4402.388336801056,4151.44080752238,-4367.474742851065,4230.512748185956,-4319.111696565209,4185.20493533817,-4346.827441830129,3751.392106088164,-4468.70112134543,4185.238168524938,-4346.814520123803,4079.211820574555,-4292.754083787577,4294.789613770507,-4402.388336801056,4151.44080752238,-4367.474742851065,4230.512748185956,-4319.111696565209,4185.20493533817,-4346.827441830129,3751.392106088164,-4468.70112134543,LXCLA,20.660222727261498,0.0,0.0,55.57381667725258,121.88660122162673,0.012921706325869309,20.660222727261498,0.0,0.0,55.57381667725258,121.88660122162673,0.012921706325869309
LCVI0960859,1772.364475009921,-2372.436898650603,1760.650423360876,-2352.020963107396,1784.047337945336,-2393.203301074245,1769.687293749741,-2373.954585857416,1775.935493749367,-2370.412503388041,1772.353091552587,-2372.443304149403,1644.041598604869,-2309.710884684747,1772.364475009921,-2372.436898650603,1760.650423360876,-2352.020963107396,1784.047337945336,-2393.203301074245,1769.687293749741,-2373.954585857416,1775.935493749367,-2370.412503388041,1772.353091552587,-2372.443304149403,1644.041598604869,-2309.710884684747,LXCLA,1.517687206813207,0.0,0.0,20.76640242364192,0.0,0.006405498800177156,1.517687206813207,0.0,0.0,20.76640242364192,0.0,0.006405498800177156
LCVI0960860,2704.970351662326,-42558.30789378918,2833.378572763222,-42049.17825897584,2564.818390084927,-43095.14086681437,2661.073721227463,-42582.98043402914,2763.642345706582,-42525.33149350029,2704.900793493551,-42558.3473743647,3668.968837734046,-39192.75346926959,2704.970351662326,-42558.30789378918,2833.378572763222,-42049.17825897584,2564.818390084927,-43095.14086681437,2661.073721227463,-42582.98043402914,2763.642345706582,-42525.33149350029,2704.900793493551,-42558.3473743647,3668.968837734046,-39192.75346926959,LXCLA,24.672540239960654,0.0,0.0,536.8329730251935,0.0,0.03948057552042883,24.672540239960654,0.0,0.0,536.8329730251935,0.0,0.03948057552042883
LCVI0960863,1594.891887808228,-28691.04314946781,1648.093852294331,-28462.54608008249,1538.277199915904,-28928.0020231961,1582.891565912519,-28695.48417930729,1610.91446566901,-28685.11382416723,1594.865145020553,-28691.05321348876,2343.720427474605,-26734.83009814126,1594.891887808228,-28691.04314946781,1648.093852294331,-28462.54608008249,1538.277199915904,-28928.0020231961,1582.891565912519,-28695.48417930729,1610.91446566901,-28685.11382416723,1594.865145020553,-28691.05321348876,2343.720427474605,-26734.83009814126,LXCLA,4.441029839479597,0.0,0.0,236.9588737282902,0.0,0.010064020952995634,4.441029839479597,0.0,0.0,236.9588737282902,0.0,0.010064020952995634
LCVI0960870,2544.468534119043,-71235.2973039204,2656.630643758532,-70923.20404572415,2428.34547682974,-71555.30268464518,2520.483943242141,-71252.4503786164,2576.472770242647,-71212.40891824178,2544.390263044483,-71235.35326535697,3959.842729697684,-66981.65008853111,2544.468534119043,-71235.2973039204,2656.630643758532,-70923.20404572415,2428.34547682974,-71555.30268464518,2520.483943242141,-71252.4503786164,2576.472770242647,-71212.40891824178,2544.390263044483,-71235.35326535697,3959.842729697684,-66981.65008853111,LXCLA,17.153074696005206,0.0,0.0,320.0053807247896,0.0,0.05596143657749053,17.153074696005206,0.0,0.0,320.0053807247896,0.0,0.05596143657749053
LCVI0960878,-69.48306271909757,-33084.70563634157,-66.75893983459878,-33079.97724994567,-72.19355870789855,-33089.40853696741,-69.54423065095364,-33084.69934739196,-69.40152278559958,-33084.71401924721,-69.483677815791,-33084.70557345958,160.2771685761889,-32664.41290794142,-69.48306271909757,-33084.70563634157,-66.75893983459878,-33079.97724994567,-72.19355870789855,-33089.40853696741,-69.54423065095364,-33084.69934739196,-69.40152278559958,-33084.71401924721,-69.483677815791,-33084.70557345958,160.2771685761889,-32664.41290794142,LXCLA,0.0,0.008382905638427474,0.0,4.702900625838083,0.0,0.0,0.0,0.008382905638427474,0.0,4.702900625838083,0.0,0.0
LCVI0960936,1841.22686300714,-42193.21440139304,1959.364306863202,-41775.43103394643,1714.582316115591,-42630.46720641899,1808.988850890576,-42209.40872263909,1884.306913930978,-42171.57451305912,1841.168455142957,-42193.24413950215,2941.920096857128,-39010.76505225161,1841.22686300714,-42193.21440139304,1959.364306863202,-41775.43103394643,1714.582316115591,-42630.46720641899,1808.988850890576,-42209.40872263909,1884.306913930978,-42171.57451305912,1841.168455142957,-42193.24413950215,2941.920096857128,-39010.76505225161,LXCLA,16.194321246053732,0.0,0.0,437.2528050259498,0.0,0.02973810911498731,16.194321246053732,0.0,0.0,437.2528050259498,0.0,0.02973810911498731
LCVI0960937,5835.158522543123,-60923.07834142841,5982.643167893696,-60278.96398201007,5674.447668615856,-61600.09294041333,5748.814574314643,-60985.06990553333,5950.541704721923,-60840.23913559082,5835.003124609839,-60923.19083746322,6354.237071225032,-56350.33882097734,5835.158522543123,-60923.07834142841,5982.643167893696,-60278.96398201007,5674.447668615856,-61600.09294041333,5748.814574314643,-60985.06990553333,5950.541704721923,-60840.23913559082,5835.003124609839,-60923.19083746322,6354.237071225032,-56350.33882097734,LXCLA,61.99156410492287,0.0,0.0,677.0145989849188,0.0,0.11249603480973747,61.99156410492287,0.0,0.0,677.0145989849188,0.0,0.11249603480973747
LCVI0960950,-1919.340750829138,-162179.019197342,-1895.902068854623,-162144.8619451314,-1942.679695408756,-162213.0131242654,-1875.164952209002,-162133.4731175161,-1978.213637153252,-162239.7175352284,-1918.899098609905,-162178.5638313435,-276.848078948892,-159406.2820611513,-1919.340750829138,-162179.019197342,-1895.902068854623,-162144.8619451314,-1942.679695408756,-162213.0131242654,-1875.164952209002,-162133.4731175161,-1978.213637153252,-162239.7175352284,-1918.899098609905,-162178.5638313435,-276.848078948892,-159406.2820611513,LXCLA,0.0,60.69833788642427,0.0,33.99392692340189,0.0,0.0,0.0,60.69833788642427,0.0,33.99392692340189,0.0,0.0
LCVI0960988,3436.120726224137,-3681.011343530742,3348.144744263696,-3618.66187735996,3526.925266614388,-3745.124797099846,3414.173561038586,-3688.608763527503,3465.533903201504,-3670.801066932801,3436.098044684077,-3681.012735355682,3225.473975238466,-3729.785347419836,3436.120726224137,-3681.011343530742,3348.144744263696,-3618.66187735996,3526.925266614388,-3745.124797099846,3414.173561038586,-3688.608763527503,3465.533903201504,-3670.801066932801,3436.098044684077,-3681.012735355682,3225.473975238466,-3729.785347419836,LXCLA,7.597419996760891,0.0,0.0,64.11345356910397,48.77400388909382,0.0013918249396738247,7.597419996760891,0.0,0.0,64.11345356910397,48.77400388909382,0.0013918249396738247
LCVI0960993,2745.516213621559,-27320.95709026795,2786.559695038241,-27020.73024231441,2699.45229726243,-27635.5732502342,2708.034466562755,-27342.1783336068,2795.620421197848,-27292.59030399972,2745.44994382031,-27320.99510251624,3140.961410936451,-25352.53312087619,2745.516213621559,-27320.95709026795,2786.559695038241,-27020.73024231441,2699.45229726243,-27635.5732502342,2708.034466562755,-27342.1783336068,2795.620421197848,-27292.59030399972,2745.44994382031,-27320.99510251624,3140.961410936451,-25352.53312087619,LXCLA,21.22124333884858,0.0,0.0,314.61615996624823,0.0,0.03801224828930572,21.22124333884858,0.0,0.0,314.61615996624823,0.0,0.03801224828930572
LCVI0961036,-4509.059038706107,-85436.63143611983,-4120.230778371741,-84702.57479118631,-4915.442632083783,-86199.67152753673,-4434.059313761114,-85340.51988640835,-4609.502190860259,-85565.28806968076,-4509.005523641423,-85436.53139841625,-498.7464828045131,-78204.81490101185,-4509.059038706107,-85436.63143611983,-4120.230778371741,-84702.57479118631,-4915.442632083783,-86199.67152753673,-4434.059313761114,-85340.51988640835,-4609.502190860259,-85565.28806968076,-4509.005523641423,-85436.53139841625,-498.7464828045131,-78204.81490101185,LXCLA,0.0,128.6566335609241,0.0,763.0400914169004,0.0,0.0,0.0,128.6566335609241,0.0,763.0400914169004,0.0,0.0
LCVI0961059,-4124.985905135447,-204783.8342220716,-3998.310197672978,-204581.972085141,-4252.355634675807,-204986.4913017188,-4000.212054470901,-204653.8571562646,-4291.474757683947,-204957.2615730241,-4124.430514359181,-204783.2391655669,-318.8605144359035,-197746.4740222937,-4124.985905135447,-204783.8342220716,-3998.310197672978,-204581.972085141,-4252.355634675807,-204986.4913017188,-4000.212054470901,-204653.8571562646,-4291.474757683947,-204957.2615730241,-4124.430514359181,-204783.2391655669,-318.8605144359035,-197746.4740222937,LXCLA,0.0,173.42735095249373,0.0,202.65707964720787,0.0,0.0,0.0,173.42735095249373,0.0,202.65707964720787,0.0,0.0
LCVI0961104,-774.5617349053737,-35850.5492638305,-662.1068647697684,-35593.79479299186,-891.4597682305648,-36115.31243034588,-744.22940902343,-35813.72625628748,-815.0991528454188,-35899.75175811155,-774.5312413786878,-35850.50261455659,824.1332457207641,-33074.49888250276,-774.5617349053737,-35850.5492638305,-662.1068647697684,-35593.79479299186,-891.4597682305648,-36115.31243034588,-744.22940902343,-35813.72625628748,-815.0991528454188,-35899.75175811155,-774.5312413786878,-35850.50261455659,824.1332457207641,-33074.49888250276,LXCLA,0.0,49.20249428105308,0.0,264.7631665153822,0.0,0.0,0.0,49.20249428105308,0.0,264.7631665153822,0.0,0.0
LCVI0961108,4758.971973202036,-3812.441930490005,4628.776841913869,-3768.855786298736,4893.929557031662,-3857.000937039575,4727.692157864584,-3832.061198448388,4800.835888600588,-3786.166410302729,4758.938726348699,-3812.456865543736,4153.148100588589,-4065.04984997344,4758.971973202036,-3812.441930490005,4628.776841913869,-3768.855786298736,4893.929557031662,-3857.000937039575,4727.692157864584,-3832.061198448388,4800.835888600588,-3786.166410302729,4758.938726348699,-3812.456865543736,4153.148100588589,-4065.04984997344,LXCLA,19.61926795838326,0.0,0.0,44.55900654957031,252.60791948343513,0.014935053731278458,19.61926795838326,0.0,0.0,44.55900654957031,252.60791948343513,0.014935053731278458
LCVI0961117,1644.921555857011,-21062.31424489661,1673.82637732026,-20874.10438538944,1613.512651998655,-21257.62975848995,1638.937071207972,-21064.05279891381,1652.907698206125,-21059.9942689822,1644.908617406296,-21062.31806808212,2201.901483520255,-19611.5279740568,1644.921555857011,-21062.31424489661,1673.82637732026,-20874.10438538944,1613.512651998655,-21257.62975848995,1638.937071207972,-21064.05279891381,1652.907698206125,-21059.9942689822,1644.908617406296,-21062.31806808212,2201.901483520255,-19611.5279740568,LXCLA,1.738554017199931,0.0,0.0,195.31551359334117,0.0,0.0038231855105550494,1.738554017199931,0.0,0.0,195.31551359334117,0.0,0.0038231855105550494
LCVI0961124,529.3661809612531,-42177.97971821699,560.5589483441345,-42102.06478859611,497.6747225337881,-42254.72142340166,516.3812870617071,-42184.8568410867,546.6999919462232,-42168.79898619295,529.2973005078311,-42178.01551842933,1260.462176895303,-40525.42056429945,529.3661809612531,-42177.97971821699,560.5589483441345,-42102.06478859611,497.6747225337881,-42254.72142340166,516.3812870617071,-42184.8568410867,546.6999919462232,-42168.79898619295,529.2973005078311,-42178.01551842933,1260.462176895303,-40525.42056429945,LXCLA,6.877122869707819,0.0,0.0,76.74170518466417,0.0,0.03580021233938169,6.877122869707819,0.0,0.0,76.74170518466417,0.0,0.03580021233938169
LCVI0961138,3831.318598790332,-41229.69683752813,3946.047955044883,-40691.43582006568,3704.151650949077,-41798.97668671548,3786.899704563944,-41257.44796197444,3890.661463446417,-41192.62235035684,3831.249973513499,-41229.73999930997,4521.096325974383,-37912.66068075679,3831.318598790332,-41229.69683752813,3946.047955044883,-40691.43582006568,3704.151650949077,-41798.97668671548,3786.899704563944,-41257.44796197444,3890.661463446417,-41192.62235035684,3831.249973513499,-41229.73999930997,4521.096325974383,-37912.66068075679,LXCLA,27.751124446309404,0.0,0.0,569.2798491873546,0.0,0.0431617818394443,27.751124446309404,0.0,0.0,569.2798491873546,0.0,0.0431617818394443
LCVI0961175,111.5216205507195,-54590.4540697183,156.1238586272812,-54492.82566018034,66.2598309117102,-54689.13914551015,103.2897763463502,-54594.81615959,122.5047578754356,-54584.63393434616,111.4790482508042,-54590.47611230418,1141.603400495464,-52389.06269333085,111.5216205507195,-54590.4540697183,156.1238586272812,-54492.82566018034,66.2598309117102,-54689.13914551015,103.2897763463502,-54594.81615959,122.5047578754356,-54584.63393434616,111.4790482508042,-54590.47611230418,1141.603400495464,-52389.06269333085,LXCLA,4.362089871705393,0.0,0.0,98.68507579185098,0.0,0.022042585886083543,4.362089871705393,0.0,0.0,98.68507579185098,0.0,0.022042585886083543
LCVI0961177,1147.358604389646,-2460.691250042461,1136.352168433247,-2444.181971123088,1158.443298636986,-2477.379566272536,1145.488550239421,-2459.098568526028,1149.855576431566,-2462.817866010912,1147.351508644813,-2460.685206118799,1182.285067790719,-2394.202372541609,1147.358604389646,-2460.691250042461,1136.352168433247,-2444.181971123088,1158.443298636986,-2477.379566272536,1145.488550239421,-2459.098568526028,1149.855576431566,-2462.817866010912,1147.351508644813,-2460.685206118799,1182.285067790719,-2394.202372541609,LXCLAWOPB,0.0,2.1266159684510058,0.0,16.68831623007509,0.0,0.0,0.0,2.1266159684510058,0.0,16.68831623007509,0.0,0.0
LCVI0961182,4567.306564371956,-36540.54393181443,4632.459479947974,-36122.37166340998,4494.347420221393,-36980.30460833102,4513.059162081925,-36576.5558584185,4639.802585778003,-36492.41870934734,4567.212038936137,-36540.60725239797,4851.363627272389,-33833.4790943378,4567.306564371956,-36540.54393181443,4632.459479947974,-36122.37166340998,4494.347420221393,-36980.30460833102,4513.059162081925,-36576.5558584185,4639.802585778003,-36492.41870934734,4567.212038936137,-36540.60725239797,4851.363627272389,-33833.4790943378,LXCLA,36.01192660407105,0.0,0.0,439.76067651659105,0.0,0.06332058354018955,36.01192660407105,0.0,0.0,439.76067651659105,0.0,0.06332058354018955
LCVI0961195,18.00202889321554,-57128.66889879647,372.005531294275,-56267.76256151826,-363.321962687829,-58039.9428031038,75.9563456022388,-57053.74298803406,-59.5698707160318,-57228.90958015215,18.00975120072326,-57128.63504775032,2407.681532017318,-51397.7907476793,18.00202889321554,-57128.66889879647,372.005531294275,-56267.76256151826,-363.321962687829,-58039.9428031038,75.9563456022388,-57053.74298803406,-59.5698707160318,-57228.90958015215,18.00975120072326,-57128.63504775032,2407.681532017318,-51397.7907476793,LXCLA,0.0,100.24068135567359,0.0,911.2739043073234,0.0,0.0,0.0,100.24068135567359,0.0,911.2739043073234,0.0,0.0
LCVI0961201,1121.653364668035,-3158.47139033863,1108.667326406755,-3134.205098418656,1134.74681828076,-3183.093242031298,1122.172206140331,-3155.80800396073,1120.959364851822,-3162.027229528995,1121.652392604216,-3158.464175138261,1184.526006989993,-3046.764881391882,1121.653364668035,-3158.47139033863,1108.667326406755,-3134.205098418656,1134.74681828076,-3183.093242031298,1122.172206140331,-3155.80800396073,1120.959364851822,-3162.027229528995,1121.652392604216,-3158.464175138261,1184.526006989993,-3046.764881391882,LXCLAWOPB,0.0,3.5558391903650772,0.0,24.62185169266786,0.0,0.0,0.0,3.5558391903650772,0.0,24.62185169266786,0.0,0.0
LCVI0961203,1176.119096876978,-46432.75561871213,1253.319514313223,-46211.58661485219,1096.118046400575,-46659.70403875205,1155.580276323011,-46444.17192770796,1203.544827219198,-46417.51153149618,1176.057476577596,-46432.78988262656,2326.278073665163,-43615.92259074491,1176.119096876978,-46432.75561871213,1253.319514313223,-46211.58661485219,1096.118046400575,-46659.70403875205,1155.580276323011,-46444.17192770796,1203.544827219198,-46417.51153149618,1176.057476577596,-46432.78988262656,2326.278073665163,-43615.92259074491,LXCLA,11.41630899583106,0.0,0.0,226.94842003991653,0.0,0.0342639144291752,11.41630899583106,0.0,0.0,226.94842003991653,0.0,0.0342639144291752
LCVI0961233,3031.638589414181,-3952.349452418843,2949.989262841334,-3856.065021238814,3115.788499272589,-4052.149601638824,3025.609435612871,-3946.979909020263,3039.699406401569,-3959.528509097892,3031.630919486836,-3952.342682780905,3057.898912917674,-3881.275091706628,3031.638589414181,-3952.349452418843,2949.989262841334,-3856.065021238814,3115.788499272589,-4052.149601638824,3025.609435612871,-3946.979909020263,3039.699406401569,-3959.528509097892,3031.630919486836,-3952.342682780905,3057.898912917674,-3881.275091706628,LXCLAWOPB,0.0,7.179056679048699,0.0,99.800149219981,0.0,0.0,0.0,7.179056679048699,0.0,99.800149219981,0.0,0.0
LCVI0961257,1814.562718504976,-2204.350821786677,1784.780737957535,-2170.594585003906,1844.831250719581,-2238.730245521367,1813.192714654855,-2202.335158881328,1816.391085025187,-2207.04180483621,1814.558945446709,-2204.346316546798,1831.410032822036,-2174.798087576347,1814.562718504976,-2204.350821786677,1784.780737957535,-2170.594585003906,1844.831250719581,-2238.730245521367,1813.192714654855,-2202.335158881328,1816.391085025187,-2207.04180483621,1814.558945446709,-2204.346316546798,1831.410032822036,-2174.798087576347,LXCLAWOPB,0.0,2.6909830495328606,0.0,34.379423734690135,0.0,0.0,0.0,2.6909830495328606,0.0,34.379423734690135,0.0,0.0
LCVI0961266,2183.137995525936,-1723.348426047681,2165.573670706663,-1701.462368515291,2200.709118376713,-1745.692637003337,2176.587429699481,-1727.342675696625,2191.879515320028,-1718.018265440707,2183.112730696295,-1723.363838091181,1952.468933218731,-1729.936188124227,2183.137995525936,-1723.348426047681,2165.573670706663,-1701.462368515291,2200.709118376713,-1745.692637003337,2176.587429699481,-1727.342675696625,2191.879515320028,-1718.018265440707,2183.112730696295,-1723.363838091181,1952.468933218731,-1729.936188124227,LXCLA,3.9942496489441055,0.0,0.0,22.34421095565608,6.5877620765461415,0.015412043499964057,3.9942496489441055,0.0,0.0,22.34421095565608,6.5877620765461415,0.015412043499964057
LCVI0961281,1064.972008965678,-55670.87235878123,1135.319357314786,-55486.97189643572,992.6531404470406,-55858.47748742536,1051.271470109159,-55679.40827797392,1083.25388348569,-55659.48212410587,1064.920306448791,-55670.90433899393,1600.674595134984,-53395.12900133595,1064.972008965678,-55670.87235878123,1135.319357314786,-55486.97189643572,992.6531404470406,-55858.47748742536,1051.271470109159,-55679.40827797392,1083.25388348569,-55659.48212410587,1064.920306448791,-55670.90433899393,1600.674595134984,-53395.12900133595,LXCLA,8.535919192690926,0.0,0.0,187.60512864413613,0.0,0.031980212705093436,8.535919192690926,0.0,0.0,187.60512864413613,0.0,0.031980212705093436
LCVI0961287,5049.715848047325,-2944.444845669536,4911.325146509631,-2901.038236743298,5193.191852596798,-2988.960870510791,5001.106762245742,-2976.885895230633,5114.875035317205,-2900.923082227679,5049.668554402499,-2944.468770712587,4370.033201559474,-3250.734705037647,5049.715848047325,-2944.444845669536,4911.325146509631,-2901.038236743298,5193.191852596798,-2988.960870510791,5001.106762245742,-2976.885895230633,5114.875035317205,-2900.923082227679,5049.668554402499,-2944.468770712587,4370.033201559474,-3250.734705037647,LXCLA,32.441049561097316,0.0,0.0,44.51602484125533,306.28985936811114,0.0239250430508946,32.441049561097316,0.0,0.0,44.51602484125533,306.28985936811114,0.0239250430508946
LCVI0961302,3076.368379465622,-3132.781999869173,2989.03520390942,-3044.386144896225,3166.612712025708,-3224.162295549894,3069.93774952088,-3126.396349588561,3084.969347787984,-3141.322818538535,3076.36040507943,-3132.774085922775,3078.649074384004,-3127.901274647967,3076.368379465622,-3132.781999869173,2989.03520390942,-3044.386144896225,3166.612712025708,-3224.162295549894,3069.93774952088,-3126.396349588561,3084.969347787984,-3141.322818538535,3076.36040507943,-3132.774085922775,3078.649074384004,-3127.901274647967,LXCLAWOPB,0.0,8.540818669362125,0.0,91.38029568072125,0.0,0.0,0.0,8.540818669362125,0.0,91.38029568072125,0.0,0.0
LCVI0961308,1710.533697113828,-40654.91529523099,1809.992585443944,-40305.38959009048,1604.766299916319,-41018.93982738551,1690.902884087824,-40664.56763731586,1736.746369807205,-40642.02704644114,1710.492911391198,-40654.93556129315,2747.776577692306,-37737.81093083756,1710.533697113828,-40654.91529523099,1809.992585443944,-40305.38959009048,1604.766299916319,-41018.93982738551,1690.902884087824,-40664.56763731586,1736.746369807205,-40642.02704644114,1710.492911391198,-40654.93556129315,2747.776577692306,-37737.81093083756,LXCLA,9.652342084867996,0.0,0.0,364.0245321545226,0.0,0.020266062158043496,9.652342084867996,0.0,0.0,364.0245321545226,0.0,0.020266062158043496
