Policy,pvfp_central,pv_liab_central,pvfp_mgr_central,pv_liab_mgr_central,pvfp_mort,pv_liab_mort,pvfp_mgr_mort,pv_liab_mgr_mort,pvfp_long,pv_liab_long,pvfp_mgr_long,pv_liab_mgr_long,pvfp_lup,pv_liab_lup,pvfp_mgr_lup,pv_liab_mgr_lup,pvfp_ldw,pv_liab_ldw,pvfp_mgr_ldw,pv_liab_mgr_ldw,pvfp_lmass,pv_liab_lmass,pvfp_mgr_lmass,pv_liab_mgr_lmass,pvfp_cat,pv_liab_cat,pvfp_mgr_cat,pv_liab_mgr_cat
1202406,-14842.631985906,-16733.639071967,-14863.540413,-16390.128899274,-14801.48458439,-16689.97218325,-14821.727879619,-16351.842100664,-14899.465143686,-16794.178370697,-14921.369160181,-16442.830039147,-9716.8504657977,-11540.840326766,-9728.0140447615,-11324.793677399,-28204.437122705,-30212.604844475,-28245.246928481,-29636.368781871,-9949.9869513921,-11770.277920794,-9964.0150289068,-11539.806862016,-14821.441874587,-16712.141021299,-14842.318937727,-16369.146135437
1202414,-5316.4702572781,-8389.2720896571,-5323.3985311287,-8191.7500289167,-5142.5135847848,-8208.7876154857,-5148.7530958033,-8023.8733672235,-5577.6320265498,-8660.8472217464,-5585.77478604,-8442.027750794,-3923.0371754363,-6966.3294103021,-3927.7039846325,-6817.9104017188,-7825.3122941813,-10939.618267845,-7835.7695377478,-10670.931203932,-3563.3630630358,-6586.0036215647,-3568.0114453452,-6453.4802726515,-5309.010391943,-8381.6078498358,-5315.9282557889,-8184.3825737826
1202432,675214.43072244,-20969029.166215,625151.92803484,-19267687.763742,650468.63974252,-20953332.85099,604436.78458702,-19342540.48916,714191.09476539,-20993646.035867,657225.86634885,-19142172.58952,515199.10198531,-20867087.258395,482665.06118942,-19630211.602393,908349.0755705,-21115710.540227,829930.71193275,-18714509.953435,453904.81093171,-20791368.66076,420173.96223992,-19645047.835012,674250.26934306,-20968332.659629,624262.92098147,-19269545.327759
1202433,62744.38558057,-23220938.188735,62744.38558057,-23220938.188735,62744.38558057,-23220938.188735,62744.38558057,-23220938.188735,62744.38558057,-23220938.188735,62744.38558057,-23220938.188735,61161.446016667,-23217456.87295,61161.446016667,-23217456.87295,64374.264329574,-23224521.621769,64374.264329574,-23224521.621769,40926.394822596,-23172453.258581,40926.394822596,-23172453.258581,62744.38558057,-23220938.188735,62744.38558057,-23220938.188735
1202439,6829.9398607045,-2522525.3014151,6829.9398607045,-2522525.3014151,6829.9398607045,-2522525.3014151,6829.9398607045,-2522525.3014151,6829.9398607045,-2522525.3014151,6829.9398607045,-2522525.3014151,6653.4328464569,-2522151.5297438,6653.4328464569,-2522151.5297438,7011.7650618243,-2522909.9519288,7011.7650618243,-2522909.9519288,4440.9487370064,-2517275.7073511,4440.9487370064,-2517275.7073511,6829.9398607045,-2522525.3014151,6829.9398607045,-2522525.3014151
1202447,-11343.994011961,-70301.425006023,-11941.787521969,-60083.921780733,-11334.610772688,-70193.55596772,-11908.010165803,-60190.641043293,-11352.316942835,-70456.128118532,-11987.266094123,-59922.408223949,-7386.6558653951,-64369.845407512,-7710.8261693497,-57864.695790642,-22256.744312021,-84611.529588597,-23404.678734622,-67711.336237228,-7605.5638006969,-64428.187341259,-8006.6410150989,-57572.96448731,-11327.905746065,-70276.056319875,-11924.802502964,-60073.880423531
1202448,7358.0344529175,-12306787.625437,7358.0344529175,-12306787.625437,7357.9345707732,-12306786.980143,7357.9345707732,-12306786.980143,7358.1676287476,-12306788.485848,7358.1676287476,-12306788.485848,7319.2814582339,-12306715.769254,7319.2814582339,-12306715.769254,7396.8894729654,-12306859.650939,7396.8894729654,-12306859.650939,5181.766818632,-12302595.263238,5181.766818632,-12302595.263238,7357.6102678524,-12306784.885063,7357.6102678524,-12306784.885063
1202449,25175.952631739,-44131176.710301,25175.952631739,-44131176.710301,25175.952631739,-44131176.710301,25175.952631739,-44131176.710301,25175.952631739,-44131176.710301,25175.952631739,-44131176.710301,25044.872355615,-44130911.018829,25044.872355615,-44130911.018829,25307.374761765,-44131443.033374,25307.374761765,-44131443.033374,17781.380313798,-44115726.800916,17781.380313798,-44115726.800916,25175.952631739,-44131176.710301,25175.952631739,-44131176.710301
1202450,2445.9079824274,-4644183.0669402,2445.9079824274,-4644183.0669402,2445.9079824274,-4644183.0669402,2445.9079824274,-4644183.0669402,2445.9079824274,-4644183.0669402,2445.9079824274,-4644183.0669402,2432.6014664747,-4644154.623299,2432.6014664747,-4644154.623299,2459.2504420367,-4644211.5770672,2459.2504420367,-4644211.5770672,1707.99796052,-4642517.1602123,1707.99796052,-4642517.1602123,2445.9079824274,-4644183.0669402,2445.9079824274,-4644183.0669402
1202451,10488.786166867,-18631331.15568,10488.786166867,-18631331.15568,10488.786166867,-18631331.15568,10488.786166867,-18631331.15568,10488.786166867,-18631331.15568,10488.786166867,-18631331.15568,10433.803398894,-18631218.64091,10433.803398894,-18631218.64091,10543.913137268,-18631443.937184,10543.913137268,-18631443.937184,7395.3556090711,-18624780.709082,7395.3556090711,-18624780.709082,10488.786166867,-18631331.15568,10488.786166867,-18631331.15568
1202453,461685.15108551,-12047901.397065,428690.01292777,-10949417.010793,461685.15108551,-12047901.397065,428690.01292777,-10949417.010793,461685.15108551,-12047901.397065,428690.01292777,-10949417.010793,357109.30344548,-11951536.061352,334372.21011561,-11120463.062612,607521.61071339,-12184884.813338,559262.5036131,-10711800.127567,309151.19216794,-11896005.202867,287013.78538853,-11158999.781539,461685.15108551,-12047901.397065,428690.01292777,-10949417.010793
1202455,-6676.4813421,-18827.659802831,-6703.7316801042,-17395.715220897,-6608.1462609956,-18740.253972487,-6633.7952109529,-17364.766556743,-6773.6858272331,-18954.350190371,-6803.5743999393,-17433.603988312,-4528.2229531346,-16459.450979335,-4544.211749443,-15504.241411614,-11484.741929877,-23981.899220991,-11532.445997195,-21751.812241943,-4478.9864752827,-16354.135829305,-4497.4249300722,-15385.236088282,-6666.9881160257,-18816.984483904,-6694.1975683547,-17387.188353156
1202477,852.65162184265,-218179.91073322,775.77113773879,-211190.56075943,852.65162184265,-218179.91073322,775.77113773879,-211190.56075943,852.65162184265,-218179.91073322,775.77113773879,-211190.56075943,834.72209501581,-217414.45418565,771.10585885455,-211430.24867837,838.41281228947,-219116.6011681,745.36973652053,-210932.4967089,572.63205633609,-216081.20051561,520.83192974548,-211371.95319949,852.65162184265,-218179.91073322,775.77113773879,-211190.56075943
1202480,852.65162184265,-218179.91073322,775.77113773879,-211190.56075943,852.65162184265,-218179.91073322,775.77113773879,-211190.56075943,852.65162184265,-218179.91073322,775.77113773879,-211190.56075943,834.72209501581,-217414.45418565,771.10585885455,-211430.24867837,838.41281228947,-219116.6011681,745.36973652053,-210932.4967089,572.63205633609,-216081.20051561,520.83192974548,-211371.95319949,852.65162184265,-218179.91073322,775.77113773879,-211190.56075943
1202483,852.65162184265,-218179.91073322,775.77113773879,-211190.56075943,852.65162184265,-218179.91073322,775.77113773879,-211190.56075943,852.65162184265,-218179.91073322,775.77113773879,-211190.56075943,834.72209501581,-217414.45418565,771.10585885455,-211430.24867837,838.41281228947,-219116.6011681,745.36973652053,-210932.4967089,572.63205633609,-216081.20051561,520.83192974548,-211371.95319949,852.65162184265,-218179.91073322,775.77113773879,-211190.56075943
1202485,-3333.4626354762,-17173.2243521,-3338.3203952961,-16731.596234566,-3333.4626354762,-17173.2243521,-3338.3203952961,-16731.596234566,-3333.4626354762,-17173.2243521,-3338.3203952961,-16731.596234566,-2840.4604322484,-16630.723222843,-2844.4800791005,-16252.606026963,-3950.9916025913,-17849.039222243,-3956.8706097315,-17331.919510172,-2234.106709151,-15923.566328987,-2237.3797449097,-15626.008468096,-3333.4626354762,-17173.2243521,-3338.3203952961,-16731.596234566
1202505,97115.444272503,-4000325.9413418,91558.418571997,-3788284.2474626,90959.155141138,-3994607.802504,86016.475104865,-3798763.0706971,107257.16286136,-4009677.7289149,100580.36512168,-3770726.4902712,80448.864624652,-3985070.0952548,76378.170019244,-3815409.9342467,118926.07138535,-4020492.7815443,111249.08291364,-3752178.6441078,65185.914372472,-3967704.0666955,61441.730941416,-3824835.7339391,96980.243638669,-4000196.6839069,91431.58986434,-3788474.441026
1202514,133318.93452831,-4767364.2827003,123048.82365399,-4398330.8823188,126241.94971187,-4756441.1680559,116964.44616291,-4410180.7796204,144785.22387354,-4784969.4751617,132762.75927107,-4378611.6413647,108380.99537049,-4729239.2777933,101020.92174221,-4438380.8062539,166659.22523648,-4818869.1253624,152155.42709551,-4344094.3317316,89533.700026075,-4699417.2287992,82613.958955371,-4450771.8530744,133130.85454156,-4767077.4544674,122876.18925263,-4398599.0565556
1202522,-4877.427996089,-25867.660507699,-5008.0717871238,-23436.011855383,-4776.2765226187,-25684.329417453,-4895.8263878156,-23375.387329844,-5021.610466822,-26141.298774303,-5171.1399108866,-23511.171932054,-3432.529204369,-23929.36709844,-3517.1249055235,-22150.987768569,-7824.3497549403,-29541.89529057,-8030.1586283129,-26126.367308752,-3269.0115783643,-23580.483492734,-3357.0360619866,-21942.100104778,-4870.568726625,-25857.844685115,-5001.0163566596,-23429.847141114
1202528,-4729.6989004352,-25559.913517441,-4835.2832801738,-23382.514023223,-4620.9054412767,-25375.591223744,-4717.764300546,-23304.243317825,-4887.9243684217,-25837.51586858,-5008.3849189062,-23487.066558274,-3390.3624112566,-23792.804896242,-3461.056256388,-22161.02303084,-7290.0476087539,-28732.61207567,-7450.2438410424,-25763.661899831,-3170.099946181,-23373.756312169,-3241.2400319934,-21906.679579323,-4723.0611038419,-25550.559295755,-4828.4869416466,-23376.429310984
1202543,2915.0091608714,-408365.51453521,1730.6002610935,-371072.59476868,2648.1020009269,-407121.31600925,1568.8363302571,-371844.19500778,3371.1466644491,-410319.71554146,2004.7206955401,-369715.42692649,2744.3762764559,-401593.41175688,1929.2065617726,-373056.70099985,2265.3573918369,-418700.09030872,520.20475638138,-369085.48363346,2004.0647025404,-398425.83793944,1202.6555623148,-373192.24946151,2910.6311259209,-408322.86876799,1728.0016899673,-371085.97813265
1202573,-12316.259978213,-32765.090320735,-12380.472702319,-30902.437066791,-12316.259978213,-32765.090320735,-12380.472702319,-30902.437066791,-12316.259978213,-32765.090320735,-12380.472702319,-30902.437066791,-8700.4538616285,-28792.937950051,-8744.3397756977,-27393.090902345,-18907.477795092,-39861.706056748,-19002.200452688,-37345.713051498,-8260.582799393,-28192.671182854,-8304.0311929562,-26932.340107107,-12316.259978213,-32765.090320735,-12380.472702319,-30902.437066791
1202614,-5137.6330730332,-38568.603780436,-5476.6493345764,-32836.986430567,-5123.9050443638,-38466.31877999,-5446.1367599055,-32888.096326128,-5152.2848508543,-38719.370458341,-5518.3832486885,-32752.67250584,-3370.6715342435,-35526.902473565,-3567.6554227966,-31687.308688299,-9682.0503817184,-45189.496479614,-10283.38177859,-36271.550733094,-3438.8487812029,-35449.44070227,-3668.2380831043,-31571.244132385,-5130.371577899,-38555.014367907,-5468.8792392495,-32831.995725591
1202622,-123.52368986187,-175995.85842757,-123.52368986187,-175995.85842757,-123.5155787255,-175995.78370089,-123.5155787255,-175995.78370089,-123.53450337859,-175995.95807255,-123.53450337859,-175995.95807255,-123.51557718787,-175994.27349281,-123.51557718787,-175994.27349281,-123.53044798306,-175997.44587369,-123.53044798306,-175997.44587369,-108.92402321028,-175890.45184836,-108.92402321028,-175890.45184836,-123.51863087362,-175995.81181824,-123.51863087362,-175995.81181824
1202690,-1401.0921007393,-43720.800570463,-1515.1719161957,-40244.153031672,-1390.4719827532,-43668.076039855,-1501.9693960914,-40244.632272214,-1415.5330448484,-43793.451005263,-1533.1972427165,-40243.384007101,-932.13532123799,-42608.552373049,-1010.5977535418,-39975.831785425,-2352.8207665869,-45577.029642239,-2520.1515906113,-40917.411333348,-930.48631405346,-42285.852983565,-1008.0037424496,-39923.465074987,-1399.1392551987,-43714.685246857,-1513.0478674821,-40243.255222554
1202691,-364.21292467149,-69334.920259508,-550.1349418395,-63668.840587057,-368.39515513993,-69270.482661876,-550.10849254254,-63691.112039694,-358.20831138528,-69423.782787129,-549.97198954838,-63638.047468927,-128.56605275955,-68050.866729794,-256.44050300714,-63760.180245664,-987.5646757291,-71432.385019311,-1260.27272853,-63838.354193118,-228.12285455475,-67627.190438593,-354.45718105623,-63777.079675886,-363.74073527453,-69327.664255504,-549.38373341414,-63670.08784732
1202692,2044.8101856512,-207140.58883891,1479.1858290942,-189969.72398975,1996.5744200201,-206975.08100099,1443.8857102417,-190076.67675988,2111.7864636737,-207368.64844721,1528.2303271929,-189822.29976562,1889.3604609763,-204111.16433206,1501.1388985226,-191126.10632148,1677.0813418122,-211998.44870975,845.54096432128,-188945.22140636,1402.134072513,-202969.7519759,1019.6537878791,-191358.65850232,2041.7958944861,-207123.03865447,1477.0204710104,-189977.94517642
1202693,6111.7087144256,-307673.67795716,5263.2524729252,-281916.78244102,6003.7049890678,-307461.05883025,5174.6526684205,-282112.86371885,6261.1211191084,-307966.82966119,5385.7665829691,-281646.69531433,5038.9670871706,-303968.99727435,4456.6212176365,-284490.9578519,7038.2827386644,-313482.45691207,5790.9432011023,-278901.81276983,4143.6398931804,-302421.30960873,3569.9061404053,-285004.26486146,6102.8877750335,-307651.65146667,5255.7049627324,-281933.41390508
1202695,8990.3288699656,-295238.52400042,8139.7886294363,-269644.79922914,8880.1959176618,-295101.46546987,8044.9605389278,-269820.45054725,9141.467020203,-295426.54264626,8269.8663017747,-269404.31548855,7103.2948241428,-292343.46340086,6520.6788093078,-273029.12172012,11351.103825955,-299633.70479099,10098.406497949,-265199.38850341,6073.0493467696,-291001.37524767,5497.9063750799,-273694.6680278,8977.4318601638,-295220.80402147,8128.1679125947,-269665.48435931
1202696,11898.192442389,-365463.04329399,10843.194163359,-333716.94322602,11754.925151751,-365299.69770899,10718.910810323,-333941.47858591,12094.758445179,-365687.16266168,11013.63704242,-333409.55419621,9349.3977070722,-362080.19437434,8626.7289094098,-338122.95371385,15194.617135876,-370546.61209899,13640.788801581,-327834.76533159,8033.3845812572,-360453.59787598,7319.9852423244,-338986.59906439,11881.139588869,-365442.11926071,10827.724405866,-333743.65635568
1202776,218317.62496714,-5935625.9094515,202120.68362246,-5399368.1346384,218317.62496714,-5935625.9094515,202120.68362246,-5399368.1346384,218317.62496714,-5935625.9094515,202120.68362246,-5399368.1346384,167677.23691729,-5885293.545859,156657.50248002,-5483934.0847755,288985.09665643,-6008664.0867466,264981.96406873,-5281180.4981775,148010.64049702,-5860835.0106026,137004.79133869,-5496446.941647,218317.62496714,-5935625.9094515,202120.68362246,-5399368.1346384
1202780,608186.83505617,-12943935.407146,554636.95600603,-11650476.762237,592353.74644218,-12944233.929104,542433.99686894,-11708507.150081,632723.00771388,-12943474.430315,573106.14262468,-11558351.550147,440292.22682249,-12944622.645096,408583.27730679,-12083618.731401,869632.79439467,-12942460.447809,776909.67344085,-10925693.654413,412371.03274209,-12915876.759,375983.79895944,-12036969.412516,607310.55652561,-12943876.5686,553841.02630731,-11652358.691681
1202781,-10994.667117875,-22403.018542928,-11014.780599701,-21669.838272085,-10889.602901035,-22291.471222459,-10909.383328519,-21567.552733299,-11137.957075333,-22555.178945123,-11158.527435016,-21809.354664678,-8197.2735597571,-19491.278690855,-8211.5782469827,-18925.416757549,-15541.540753202,-27105.130847759,-15570.020583618,-26144.137313319,-7377.6910623361,-18591.026809808,-7391.3582074048,-18092.829570278,-10979.210616636,-22386.744907709,-10999.293912232,-21654.664990787
1202783,-4525.2535169767,-47782.38499471,-5144.0839897673,-39689.603092293,-4525.2535169767,-47782.38499471,-5144.0839897673,-39689.603092293,-4525.2535169767,-47782.38499471,-5144.0839897673,-39689.603092293,-2920.4006906498,-44700.809877326,-3224.7260522414,-39916.286267417,-10065.04604814,-56103.897350767,-11383.718307262,-41516.230243906,-3016.6482704676,-44866.895450914,-3437.1446279697,-39367.836400574,-4525.2535169767,-47782.38499471,-5144.0839897673,-39689.603092293
1202785,-4525.2630690211,-47782.261090945,-5144.0916326116,-39689.504156175,-4525.2630690211,-47782.261090945,-5144.0916326116,-39689.504156175,-4525.2630690211,-47782.261090945,-5144.0916326116,-39689.504156175,-2920.4068625126,-44700.687149326,-3224.7312852073,-39916.178300509,-10065.061979178,-56103.771243904,-11383.730169965,-41516.149142545,-3016.6547503972,-44866.772815518,-3437.1498105945,-39367.730730737,-4525.2630690211,-47782.261090945,-5144.0916326116,-39689.504156175
1202787,-4525.2535169767,-47782.38499471,-5144.0839897673,-39689.603092293,-4525.2535169767,-47782.38499471,-5144.0839897673,-39689.603092293,-4525.2535169767,-47782.38499471,-5144.0839897673,-39689.603092293,-2920.4006906498,-44700.809877326,-3224.7260522414,-39916.286267417,-10065.04604814,-56103.897350767,-11383.718307262,-41516.230243906,-3016.6482704676,-44866.895450914,-3437.1446279697,-39367.836400574,-4525.2535169767,-47782.38499471,-5144.0839897673,-39689.603092293
1202789,-4525.2535169767,-47782.38499471,-5144.0839897673,-39689.603092293,-4525.2535169767,-47782.38499471,-5144.0839897673,-39689.603092293,-4525.2535169767,-47782.38499471,-5144.0839897673,-39689.603092293,-2920.4006906498,-44700.809877326,-3224.7260522414,-39916.286267417,-10065.04604814,-56103.897350767,-11383.718307262,-41516.230243906,-3016.6482704676,-44866.895450914,-3437.1446279697,-39367.836400574,-4525.2535169767,-47782.38499471,-5144.0839897673,-39689.603092293
1202791,-5315.3858428121,-38066.223136007,-5692.061658569,-32546.539612417,-5319.6447508954,-38039.408877339,-5685.6933518415,-32597.634457448,-5308.2734137367,-38103.662050414,-5700.3625891482,-32473.085864915,-3439.6399319501,-35217.397721257,-3633.5522137364,-31849.791448273,-10899.978819726,-45394.892392176,-11664.310022949,-35819.124859016,-3553.7491862911,-35317.117049858,-3809.7010429775,-31566.482718993,-5307.8588764431,-38054.338733229,-5683.9696516133,-32542.935128567
1202797,-1824.2902394005,-74663.210774024,-2707.9643589788,-62442.719599136,-1877.9175925932,-74521.713552908,-2716.9591200119,-62631.132235034,-1735.2006013225,-74874.200201388,-2691.0073358628,-62148.091968298,-1033.108095798,-71125.952828871,-1548.6024000219,-62906.517610487,-4744.927111581,-82042.84327645,-6305.3225134219,-63115.875532546,-1201.2969739422,-70965.246225457,-1799.2192932895,-62696.469008875,-1821.8435791938,-74647.068893523,-2704.1919796723,-62444.911330766
1202814,105571.27389959,-1835610.0621136,86275.751620405,-1527493.7405901,104821.57767527,-1835558.9289137,85880.676451033,-1530295.2437023,106617.78815449,-1835686.2907661,86823.018896616,-1523596.7384391,69510.309069059,-1831268.4931386,59911.499534272,-1650048.9895249,167095.92751352,-1847793.1206794,126588.04392467,-1292790.4517995,71716.593729464,-1827428.8590206,58605.253562409,-1618063.2951315,105417.09763969,-1835583.4221245,86150.519234062,-1527929.2845068
1202823,-2674.5497957671,-214067.44967938,-3235.7244368407,-198124.8934449,-2679.832186429,-213443.92134245,-3189.297388526,-198391.66812064,-2636.5063518583,-215033.85703411,-3287.7254183545,-197618.84033328,-1696.5658377475,-210279.7726997,-2083.0568030789,-198078.37846218,-4858.4734311986,-220156.38717777,-5684.5179647395,-198958.98712313,-1750.5045273895,-208635.52532971,-2131.8236492968,-197802.53128589,-2670.9484402176,-214044.49026986,-3231.2798594033,-198125.88934516
1202824,68949.245014293,-1598173.5915001,57649.642701601,-1361285.557706,67433.199495501,-1596983.2861062,56713.677578322,-1366984.3790612,71285.822756467,-1599992.0459993,59047.302816148,-1352543.5866669,48658.895847012,-1576813.0687401,42276.206757294,-1423142.1985211,99146.094703142,-1636461.5730064,78499.008199189,-1254889.2861782,46849.402357669,-1573177.0263354,39171.303390948,-1412211.2049578,68848.911395871,-1598067.0585162,57566.260687842,-1361534.4029191
1202825,208.89383619458,-489541.98753132,208.89383619458,-489541.98753132,208.89383619458,-489541.98753132,208.89383619458,-489541.98753132,208.89383619458,-489541.98753132,208.89383619458,-489541.98753132,207.49510230446,-489538.986388,207.49510230446,-489538.986388,210.29689292893,-489544.99514598,210.29689292893,-489544.99514598,136.92357550108,-489360.62632381,136.92357550108,-489360.62632381,208.89383619458,-489541.98753132,208.89383619458,-489541.98753132
1202826,554.82927709476,-1016789.7841171,554.82927709476,-1016789.7841171,554.82927709476,-1016789.7841171,554.82927709476,-1016789.7841171,554.82927709476,-1016789.7841171,554.82927709476,-1016789.7841171,551.637891607,-1016783.8357715,551.637891607,-1016783.8357715,558.02964229536,-1016795.7459055,558.02964229536,-1016795.7459055,381.54111991905,-1016436.8345188,381.54111991905,-1016436.8345188,554.82927709476,-1016789.7841171,554.82927709476,-1016789.7841171
1202828,4744.7234770337,-166771.48685542,2350.4279105038,-135560.25362831,4744.7234770337,-166771.48685542,2350.4279105038,-135560.25362831,4744.7234770337,-166771.48685542,2350.4279105038,-135560.25362831,3064.7018611753,-163083.39697614,1893.0796709184,-144737.43138401,5415.4263405374,-176226.54250053,289.54640866297,-119646.91856712,3239.5308160587,-163065.04551157,1620.4865879097,-141959.72847546,4744.7234770337,-166771.48685542,2350.4279105038,-135560.25362831
1202832,-7359.692288238,-7933.4507427408,-7365.4455515261,-7841.0099971738,-7332.0391037668,-7905.04483395,-7337.5665703397,-7814.4370835262,-7398.2046191904,-7973.0930389389,-7404.3066713364,-7877.9307063047,-4836.1704686055,-5393.1858402384,-4839.2537384432,-5335.2581092447,-13772.131157691,-14374.813105065,-13783.289175709,-14219.554676424,-4940.9536746886,-5497.0734951652,-4944.8630268663,-5434.2598515183,-7349.1902378701,-7922.8707710566,-7354.9348707563,-7830.5686947535
1202853,10157.543158493,-323745.77065553,9176.9547711222,-297235.54258059,9726.9650287955,-323437.57826998,8827.8698329687,-298315.42888281,10844.609117962,-324223.86651799,9724.1221403156,-295412.62637141,7904.8600057688,-321521.30865201,7261.9282052851,-302055.93217485,13101.571881992,-327274.36997808,11580.554644202,-290291.34423292,6858.7282763373,-320323.97933397,6195.6455763746,-302397.52432497,10142.999417381,-323731.94607039,9163.8833216531,-297261.52143159
1202854,32430.976888037,-869348.41503412,29782.682117947,-797751.70914922,31143.750005892,-868640.42953457,28715.545536426,-800792.53566565,34471.355081185,-870454.81279617,31445.233376022,-792643.71735321,24964.499278938,-864723.37671777,23228.12044081,-812152.84316239,42956.675090875,-876303.4735115,38848.833260465,-776422.67242881,21873.31306125,-861755.60258529,20082.512283815,-813341.26517521,32384.652272705,-869318.12474046,29740.333750253,-797828.91679571
1202869,5426.8670309672,-280309.30389217,4429.7901993377,-253660.89786414,5089.0306021198,-279512.34259923,4187.7005656954,-254422.04210528,5984.6136070574,-281565.14643346,4820.6852636366,-252347.67959444,4448.3993386751,-276173.28437388,3775.5733291812,-256052.4146485,6320.9337320916,-286672.66382914,4819.034723205,-250640.75644677,3706.0560334682,-274399.17262519,3028.5406325875,-256291.53546005,5419.0146942638,-280283.76459379,4423.4361357374,-253675.40221006
1202893,13252.469708371,-370777.5789141,11098.471588523,-327504.25357511,12781.409797782,-370569.57858532,10779.538239371,-329162.53996983,13991.216247067,-371089.86913687,11584.169717448,-324887.54562434,9743.5451944157,-367394.27458203,8488.0246199673,-338619.081873,17515.663640979,-377471.46765363,13710.386319712,-309692.80808413,8970.371078952,-366445.67989109,7513.8181486732,-337183.86752243,13233.18409373,-370760.12469836,11082.417938123,-327551.7287754
1202902,1359.8870340147,-165740.56483914,669.25476389494,-149913.14350347,1228.0362627918,-165586.10088565,587.13993008802,-150495.72790786,1576.2039821079,-165970.30480642,801.82889554943,-148954.91248033,1276.5480954987,-163304.55184302,850.90369081781,-152327.88183328,425.99296114298,-170500.67185758,-719.32488252566,-146918.3308549,944.74830214863,-162733.70018319,477.73654038383,-152031.05531419,1357.8050551748,-165728.17777927,668.20919370881,-149924.50812326
1202903,-13698.670653536,-25986.367325939,-13794.687999712,-24241.148206096,-13615.104957098,-25883.099156813,-13706.227829771,-24187.41384459,-13815.219057381,-26133.148142893,-13919.148539955,-24312.154664748,-9115.1311092332,-21093.440011905,-9169.171641012,-19963.440054547,-24751.999000939,-37550.498108587,-24928.155452112,-34732.244495292,-9178.9677517905,-21114.618408336,-9243.8955461286,-19934.485519842,-13679.165886992,-25965.331719348,-13775.039189197,-24222.730754474
1202912,-221.20762511513,-5417.1903496791,-221.20762511513,-5417.1903496791,-221.20732056629,-5417.1900144999,-221.20732056629,-5417.1900144999,-221.20803118025,-5417.1907965846,-221.20803118025,-5417.1907965846,-220.77925767891,-5416.7319182603,-220.77925767891,-5416.7319182603,-221.63596805271,-5417.6488176318,-221.63596805271,-5417.6488176318,-177.87911074744,-5371.1403525856,-177.87911074744,-5371.1403525856,-221.19375330872,-5417.1750827507,-221.19375330872,-5417.1750827507
1202915,-7250.5757518211,-12466.721682863,-7323.3909979886,-11517.526578302,-7250.5757518211,-12466.721682863,-7323.3909979886,-11517.526578302,-7250.5757518211,-12466.721682863,-7323.3909979886,-11517.526578302,-4683.5944340109,-9736.4855165548,-4719.2257735128,-9178.548551944,-14605.789611598,-20129.87981182,-14761.677720937,-18409.18195715,-4858.4246484701,-9916.0745198353,-4907.662973795,-9274.2202404766,-7250.5757518211,-12466.721682863,-7323.3909979886,-11517.526578302
1202963,4023.6403489536,-186938.93193887,2226.5452124467,-155515.14778216,3844.6831205194,-186596.35220344,2141.2851300544,-156075.7586114,4306.2981395168,-187459.46314164,2357.2645202615,-154644.3723272,3099.6023861185,-180885.01051327,2047.5287648192,-159725.14377861,3975.7559566453,-198269.80607042,816.59314404046,-149692.9541137,2746.1664081167,-180332.58158299,1530.9544898935,-159083.53569379,4017.6024971774,-186909.96901956,2223.2034888432,-155533.32902792
1202968,61608.920283441,-1371964.1807862,54220.686864269,-1210862.1528384,59525.925965497,-1370571.4743931,52696.004260778,-1216990.0984244,64861.597830358,-1374118.3505379,56536.280737878,-1201052.7618288,45252.32535784,-1359334.7312168,40782.988068066,-1248473.766481,85973.203654644,-1392530.4743338,73440.579106833,-1149811.5415829,41583.181758905,-1355015.5923343,36587.191773063,-1246076.9499468,61519.994912356,-1371893.5557481,54142.849890593,-1211033.3127044
1202972,773961.18777598,-23264343.214108,719539.88469165,-21155571.798203,773961.18777598,-23264343.214108,719539.88469165,-21155571.798203,773961.18777598,-23264343.214108,719539.88469165,-21155571.798203,591652.92138672,-23051132.686156,554693.19114524,-21475336.537803,1033897.0180809,-23568508.66861,953090.73937348,-20702357.266834,521893.93638582,-22942963.40027,485093.76105294,-21516993.174565,773961.18777598,-23264343.214108,719539.88469165,-21155571.798203
1202973,2335940.5066037,-70077781.046617,2172000.1128793,-63725253.697859,2335940.5066037,-70077781.046617,2172000.1128793,-63725253.697859,2335940.5066037,-70077781.046617,2172000.1128793,-63725253.697859,1785460.8971237,-69436787.77333,1674122.2781578,-64689811.380833,3121309.5973548,-70991727.876111,2877886.2980971,-62357645.951375,1575142.5702473,-69111109.548659,1464284.5993558,-64815473.336513,2335940.5066037,-70077781.046617,2172000.1128793,-63725253.697859
1202974,4745367.4618143,-142289722.40853,4412488.6923265,-129391000.87353,4745367.4618143,-142289722.40853,4412488.6923265,-129391000.87353,4745367.4618143,-142289722.40853,4412488.6923265,-129391000.87353,3626966.1471708,-140988854.02348,3400894.5754496,-131350182.15975,6341242.2011508,-144144285.84158,5846974.4585847,-126612898.35698,3199828.3893074,-140327657.97614,2974732.7670515,-131605426.29193,4745367.4618143,-142289722.40853,4412488.6923265,-129391000.87353
